"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"6518",68.83368200479,0.648430162147393,0.162669035193451,3.9861929553849,6.7141916615748e-05,0.00695985041273368
"106614088",24.3696534020642,0.652579539824204,0.150961306106777,4.32282653518265,1.54042847883657e-05,0.00252379718909146
"101929074",2.92570829956181,0.86594812187775,0.235614278729595,3.67527862295461,0.000237589981534801,0.0170045650731631
"114827",4.1322949693844,0.721884814812167,0.200698786005559,3.59685690770532,0.000322085546712949,0.0208565728903621
"5320",3.26094638463868,1.82386516879044,0.394605150513762,4.62200041336469,3.80057256662847e-06,0.00096602029994948
"58985",8.29366994260474,0.657468050498447,0.199527807804657,3.29511990199445,0.000983796935227949,0.0442181884060531
"1441",11.5948944422913,0.725058499364234,0.219679436001278,3.30052968344301,0.000965025046293894,0.0438960845156341
"127435",31.185883211364,1.17228232192101,0.250114683261054,4.68697921544035,2.77267113148208e-06,0.000769472824111409
"127795",1.57424771667234,2.84250944529782,0.490106965857599,5.79977360722459,6.64045085478137e-09,1.00333523276383e-05
"23566",5.79308903900042,1.71039515598042,0.432123637297802,3.95811524376689,7.55435091596875e-05,0.00755351771550007
"2635",37.1570867668826,0.892169712185877,0.202276732435161,4.41063933278565,1.03065862167016e-05,0.00197400158687065
"8317",431.671324187205,-0.596694457979301,0.156209256732442,-3.81984058090315,0.000133537954678023,0.01116290185607
"102723436",7.41852459279607,-0.842866284738658,0.226689866254629,-3.71814717024849,0.00020068934695581,0.0148723383355781
"54112",13.1467172450067,0.708320472956057,0.206242827712387,3.43440051134207,0.000593866025846112,0.0306477690795763
"1435",47.3538900736254,0.642903954467735,0.183283183875742,3.50770834984837,0.000451984268133943,0.0259337893258204
"963",42.6538302399742,0.618523910838903,0.137073712948856,4.51234520122528,6.41147259844631e-06,0.00140623242145116
"57413",14.2891850583574,0.705378414874483,0.178599289780563,3.94950291090826,7.8313658597162e-05,0.00771701656835875
"140",19.5512249266856,0.590443666478219,0.150294428558234,3.92857986914293,8.54489720353003e-05,0.00821185757047371
"105378909",12.6993815397844,0.696499173176438,0.161029637430283,4.32528560761358,1.52334362491702e-05,0.00252193419302159
"56944",6.36200593500046,0.749006107045708,0.220376299373076,3.39875979938165,0.000676921381513296,0.0337802400238846
"112268235",4.5526417563121,0.638599674924325,0.18708092754855,3.41349427380083,0.000641355063075742,0.0325966420734326
"2210",11.4822595795905,0.605581247646176,0.139979657397883,4.32620895709762,1.51697526167148e-05,0.00252193419302159
"100132417",11.1688048998988,0.62593540844247,0.159074969082703,3.93484538800725,8.3250270701444e-05,0.00808627718666847
"2209",34.7693698075032,0.621352382668103,0.13491035123375,4.60566870507606,4.1114250592725e-06,0.00100737321925256
"6097",2.49899308032001,1.05573187876618,0.256753830710327,4.11184470294143,3.92510295911269e-05,0.00476012815888458
"2205",1.50970783555528,1.21681881886867,0.330163750439708,3.68550095898815,0.000228253222680739,0.016494260887336
"8832",17.0330360181217,0.952134338303339,0.16297822511867,5.84209539409366,5.15482719668137e-09,8.65957774875109e-06
"962",2.89041061896675,1.21215856973521,0.338550906398233,3.58043220923875,0.000343026333152696,0.0217372135526065
"2212",74.5091518184239,0.651670229584548,0.163488003107847,3.98604311751648,6.71843081751773e-05,0.00695985041273368
"2214",181.717564511978,0.965996414839561,0.181240797044589,5.32990601780407,9.82636036930853e-08,6.51823226741669e-05
"9103",38.4718812973362,0.800365221797973,0.190908167741739,4.19240953001399,2.760071646991e-05,0.00367968963643206
"2215",7.00969831596145,0.961093417520526,0.193181049064422,4.97509161574135,6.52167880581311e-07,0.00026874257345712
"2213",31.0117698453488,0.978375176391331,0.230768788058421,4.23963389773338,2.23884618996991e-05,0.00318795287060794
"101928484",2.43508843832385,-1.13109165262596,0.325908068709891,-3.47058499380944,0.000519325958299962,0.028304825827423
"2153",109.880541799357,0.833839869565853,0.193587599586702,4.3073000096393,1.65259397820281e-05,0.00264009000278298
"6402",34.2166617988028,0.670238695748304,0.148472646178298,4.51422341421345,6.35491977001104e-06,0.0014051605933739
"5396",6.9771806335735,1.11313737694031,0.248944953434776,4.47141973188041,7.77020242059107e-06,0.00160095602449103
"60676",506.75119111031,0.934339822968255,0.179489718437258,5.20553394981709,1.93439576179993e-07,0.000109603669861818
"3140",71.2420974036994,0.591832615068487,0.106333148581204,5.56583363669062,2.60902070576224e-08,2.72913600517753e-05
"4688",16.4907356608894,0.649775029185731,0.178263754472488,3.64502044236935,0.000267370548061571,0.0184945052457499
"116496",45.7007186105014,0.605454506054304,0.173062129989295,3.49848060977728,0.000467917111871643,0.0264023686547159
"5996",494.688429396603,0.77224290730658,0.205358330758062,3.7604654481555,0.000169597499960453,0.0133310497295504
"5788",49.7508703559897,0.688505585715056,0.164896927946256,4.1753693915963,2.97502905843948e-05,0.00385294596677993
"7135",0.862572376384869,1.34842141332856,0.400341995023322,3.36817378663961,0.000756678831833534,0.0366672014812585
"5778",3.52980669092531,0.819943993399735,0.222805288573889,3.68009214973287,0.000233149685043959,0.016775058159102
"7044",32.089025676106,1.13215013920647,0.258558479730823,4.3787004796173,1.19389082888718e-05,0.0021447723076891
"105373116",3.01955591631023,0.779024446402376,0.22952810937604,3.39402632871465,0.000688730707165672,0.0342438922171568
"4052",35.3881655090022,0.625128955808317,0.152664790318737,4.09478147844805,4.22566752796572e-05,0.0049536844723312
"3514",5.8192319615071,2.57268366177589,0.614685967794274,4.18536260231814,2.84711243581311e-05,0.00377721545935654
"101927383",1.2476920381699,1.16709820089996,0.320575131097314,3.64063861380961,0.000271962643185712,0.0186782020371763
